,id,question,answer,label
645,645,What are some notable green spaces on the Virginia Tech campus?,"Hahn Horticulture Garden, Virginia Tech Duck Pond, and Stadium Woods",1.0
646,646,What is the Drillfield?,a large oval field in the center of the Blacksburg campus,1.0
647,647,What is the significance of the Drillfield's name?,It is used by the Virginia Tech Corps of Cadets to conduct military drills,1.0
648,648,What waterway runs beneath the Drillfield?,Stroubles Creek,1.0
649,649,What is located on the northwestern side of the Drillfield?,most of the university's academic and administrative buildings,1.0
650,650,What is located on the southeastern side of the Drillfield?,most of the residential buildings and dining halls,1.0
651,651,What is located on the eastern side of campus?,Newman Library,1.0
652,652,What is the Upper Quad?,an area on the north of the Drillfield that is home to the Corps of Cadets' barracks,1.0
653,653,What building material is commonly used in Virginia Tech's buildings?,Hokie Stone,1.0
654,654,When did the board of visitors pass a resolution about using Hokie Stone in all building projects?,2010,1.0
655,655,How many branch campuses has Virginia Tech established?,5,1.0
656,656,What are the strategic research areas of excellence at Virginia Tech?,"energy materials and environment, social and individual transformation, health, food, and nutrition, and innovative technologies and complex systems",1.0
657,657,Where is the Virginia Tech National Capital Region located?,"Alexandria, Arlington, Fairfax, Falls Church, Leesburg, Manassas, and Middleburg",1.0
658,658,What is the Biomedical Technology Development and Management program?,It is a graduate level degree created by Virginia Tech in response to future directions in medical product discovery and development and the emerging needs of industry and regulatory agencies,1.0
659,659,Where is the Language and Culture Institute of Virginia Tech located?,Fairfax,1.0
660,660,What is the Caribbean Center for Education and Research?,"It is a center in Punta Cana, Dominican Republic that provides a base for Virginia Tech faculty to conduct research and instruct students on various topics",1.0
661,661,Where is the Center for European Studies and Architecture located?,"Riva San Vitale, Ticino, the Italian-speaking canton of Switzerland",1.0
662,662,What are some of the agricultural research and extension centers at Virginia Tech?,"Alson H. Smith, Jr., Eastern Shore, Eastern Virginia, Hampton Roads, Middleburg, Reynolds Homestead, Shenandoah Valley, Southern Piedmont, Southwest Virginia, Tidewater, and Virginia Seafood",1.0
663,663,What does the Central Steam Power Plant at Virginia Tech provide?,"It provides campus buildings with a portion of their heat, hot water, and electricity needs",1.0
664,664,How many student organizations are there at Virginia Tech?,There are more than 700 student organizations,1.0
665,665,What is the requirement for participation in the Virginia Tech Corps of Cadets?,"Until 1923, every able-bodied male was required to participate for four years in the Virginia Tech Corps of Cadets. The requirement was changed to two years until 1964, when participation became voluntary",1.0
666,666,How many cadets reside on the campus of Virginia Tech?,"More than 1,000 cadets reside on the campus of Virginia Tech",1.0
667,667,How many fraternities and sororities are recognized at Virginia Tech?,There are 23 IFC fraternities and 13 National Panhellenic Conference sororities recognized at Virginia Tech,1.0
668,668,What are the athletic teams at Virginia Tech called?,The athletic teams at Virginia Tech are called the Hokies,1.0
669,669,Which conference do the Virginia Tech teams primarily compete in?,The Virginia Tech teams primarily compete in the Atlantic Coast Conference (ACC),1.0
670,670,What sports are offered for men at Virginia Tech?,"baseball, basketball, cross country, football, golf, soccer, swimming & diving, tennis, track & field and wrestling",1.0
671,671,What sports are offered for women at Virginia Tech?,"basketball, cross country, field hockey, golf, lacrosse, rowing, soccer, softball, swimming & diving, tennis, track & field and volleyball",1.0
672,672,What are some of the prominent athletic facilities at Virginia Tech?,"Lane Stadium, Cassell Coliseum, English Field, Thompson Field, Tech Softball Park, Rector Field House, the Beamer-Lawson Indoor Practice Facility, and the Christiansburg Aquatic Center",1.0
673,673,What is the fight song of Virginia Tech?,The fight song of Virginia Tech is called 'Tech Triumph',1.0
674,674,What are some of the athletic conferences Virginia Tech has competed in?,"Big East Conference, Atlantic 10 Conference, and Metro Conference",1.0
675,675,Who is a notable faculty member in the field of biomedical engineering at Virginia Tech?,Romesh Batra,1.0
676,676,Who is a notable faculty member in the field of geosciences at Virginia Tech?,Patricia Dove,1.0
677,677,Who is a notable faculty member in the field of civil and environmental engineering at Virginia Tech?,Marc Edwards,1.0
678,678,Who is a notable faculty member in the field of history at Virginia Tech?,Roger Ekirch,1.0
679,679,Who is a notable faculty member in the field of English at Virginia Tech?,Nikki Giovanni,1.0
680,680,Who is a notable faculty member in the field of virology at Virginia Tech?,Xiang-Jin Meng,1.0
681,681,Who is the current president of Virginia Tech?,Timothy Sands,1.0
682,682,How many alumni does Virginia Tech have internationally and from all 50 states?,"Over 240,000",1.0
683,683,How many chapters does the Virginia Tech Alumni Association have?,Over 100,1.0
684,684,How many generals and admirals has Virginia Tech produced?,97,1.0
685,685,How many Virginia Tech alumni have been awarded the Medal of Honor?,Eight,1.0
686,686,Who is a notable Virginia Tech alumni in the field of literature?,Kwame Alexander,1.0
687,687,Who is a notable Virginia Tech alumni in the field of business?,Dave Calhoun,1.0
688,688,Who is a notable Virginia Tech alumni in the field of music?,Charlie Byrd,1.0
689,689,Who is a notable Virginia Tech athlete?,Michael Vick,1.0
696,696,What is the oldest building on the Virginia Tech campus?,Solitude,1.0
702,702,When did the Virginia Agricultural and Mechanical College open?,"October 2, 1872",1.0
703,703,What is the current name of the Virginia Agricultural and Mechanical College?,Virginia Tech,1.0
704,704,When was the fire-fighting unit organized within the university?,1899,1.0
713,713,What are Virginia Tech's sports teams called?,The Hokies,1.0
714,714,When was the word 'Hokie' first used?,1896,1.0
715,715,Who created the word 'Hokie'?,O. M. Stull,1.0
716,716,Why was the word 'Hokie' created?,To replace the old spirit yell when the college's name changed,1.0
717,717,What are the official school colors of Virginia Tech?,Chicago Maroon and Burnt Orange,1.0
718,718,What is the mascot of Virginia Tech?,The HokieBird,1.0
719,719,What is the abbreviation for Virginia Tech?,VT,1.0
720,720,What is the name of Virginia Tech's fight song?,Tech Triumph,1.0
721,721,What conference does Virginia Tech's teams participate in?,Atlantic Coast Conference (ACC),1.0
722,722,When did Virginia Tech join the ACC?,2003,1.0
724,724,Did Virginia Tech ever seek admission to the ACC before 1977?,Yes,1.0
725,725,What conference did Virginia Tech join in 1978?,Metro Conference,1.0
726,726,When was Virginia Tech invited to join the Big East Conference for football only?,1991,1.0
727,727,Which teams were members of the Big East football conference?,"Boston College, Miami, Pittsburgh, Rutgers, Syracuse, Temple, Virginia Tech, and West Virginia",1.0
728,728,When did Virginia Tech join the Atlantic 10 Conference?,June 1995,1.0
729,729,How much did Virginia Tech pay to join the Big East conference?,$8.3 million,1.0
730,730,Which conference did Virginia Tech join after being invited by the ACC?,Atlantic Coast Conference (ACC),1.0
731,731,Who was the head coach of Virginia Tech's football team from 1987 to 2015?,Frank Beamer,1.0
732,732,Who succeeded Frank Beamer as the head coach of Virginia Tech's football team?,Justin Fuente,1.0
733,733,Where does Virginia Tech's football team play their home games?,Lane Stadium,1.0
734,734,How many times has Virginia Tech's football team finished with a top-10 ranking?,Five times,1.0
735,735,Who is the current head coach of Virginia Tech's men's basketball team?,Mike Young,1.0
736,736,How many times has Virginia Tech's men's basketball team made the NCAA Tournament?,11 times,1.0
737,737,Who was the head coach of Virginia Tech's men's basketball team before Buzz Williams?,Seth Greenberg,1.0
738,738,Who is the current head coach of Virginia Tech's women's basketball team?,Kenny Brooks,1.0
739,739,Who is the head coach of Virginia Tech's men's soccer team?,Oliver Weiss,1.0
741,741,When did the Virginia Tech softball team start its varsity program?,1996,1.0
742,742,How many conference championship games has the Virginia Tech softball team played in?,6,1.0
743,743,In what year did the Virginia Tech softball team win both the ACC regular season and tournament titles?,2007,1.0
744,744,Who was the head coach of the Virginia Tech softball team?,Scot Thomas,1.0
745,745,Who was the senior All-American pitcher for the Virginia Tech softball team?,Angela Tincher,1.0
746,746,When did the Virginia Tech softball team make their first College World Series appearance?,2008,1.0
747,747,Which team did the Virginia Tech softball team upset in a 1-0 no-hitter in 2008?,USA national team,1.0
748,748,Who helped start the Virginia Tech softball program in 1996?,Scot Thomas,1.0
749,749,When was Pete D'Amour announced as the new head coach of the Virginia Tech softball program?,"May 31, 2018",1.0
750,750,How many conference championships has the Virginia Tech men's golf team won?,12,1.0
752,752,Which Virginia Tech golfer won three PGA Tour wins?,Johnson Wagner,1.0
753,753,Who was named the head coach of the Virginia Tech wrestling program in 2006?,Kevin Dresser,1.0
754,754,Who became the wrestling program's head coach in 2017?,Tony Robie,1.0
755,755,Who became the first Hokie wrestler to win a national championship for Virginia Tech?,Mekhi Lewis,1.0
756,756,When was the Virginia Tech Ice Hockey team formed?,1984,1.0
757,757,Which conference did the Virginia Tech Ice Hockey team join in 1995?,ACCHL,1.0
758,758,Who did the Virginia Tech rugby team defeat to win the Atlantic Coast Rugby League 7s in 2012?,Virginia,1.0
759,759,When did the Virginia Tech College Bass team win their first national title?,2006-2007 school year,1.0
760,760,Which league did the Virginia Tech Club Field Hockey team win the championship in fall 2017?,National Field Hockey League,1.0
761,761,Who came up with the spirit cheer 'Old Hokie'?,O.M. Stull,1.0
762,762,What was the original spirit cheer?,"Hoki, Hoki, Hoki, Hy. Techs, Techs, V.P.I. Sola-Rex, Sola-Rah. Polytechs - Vir-gin-ia. Rae, Ri, V.P.I.",1.0
763,763,What changes were made to the original cheer?,An 'e' was added to 'Hoki' to make 'Hokie' and 'Team! Team! Team!' was attached to the end.,1.0
764,764,What name did the university adopt in 1896?,Virginia Agricultural and Mechanical College and Polytechnic Institute,1.0
765,765,What colors were selected to replace the original colors of black and gray?,Burnt orange and Chicago maroon,1.0
766,766,When were the colors burnt orange and Chicago maroon first worn?,"October 26, 1896",1.0
767,767,What was the original nickname for Hokies?,Gobblers,1.0
768,768,What is the origin of the 'Gobblers' nickname?,"It is widely disputed, but one story claims it resulted from the way student athletes would 'gobble' up their food.",1.0
769,769,Who trained a large turkey to pull a cart at a football game in 1913?,Floyd Meade,1.0
770,770,When did the current HokieBird mascot debut?,September 1987,1.0
771,771,When do students who dress as the HokieBird reveal their secret identity?,During commencement by wearing HokieBird feet,1.0
772,772,Who composed the fight song 'Tech Triumph'?,Wilfred P. Maddux and Mattie Eppes,1.0
773,773,When was 'Tech Triumph' officially adopted by the student body?,December 1919,1.0
774,774,What are the colors of Virginia Tech?,Orange and Maroon,1.0
776,776,What is the full name of the university?,Virginia Polytechnic Institute and State University (V.P.I),1.0
777,777,When was the Alma Mater of Virginia Tech created?,Spring 1939,1.0
778,778,Who composed the music for the Alma Mater?,Ernest T. Sparks,1.0
779,779,Who wrote the lyrics for the Alma Mater?,L.G. Chase,1.0
780,780,What is the chorus of the Alma Mater?,"VT, all hail to thee",1.0
781,781,What are the colors of Virginia Tech?,Orange and Maroon,1.0
782,782,What is the title of the famous Virginia Tech entrance song?,Enter Sandman,1.0
783,783,Who wrote and recorded the song 'Enter Sandman'?,Metallica,1.0
784,784,When did the tradition of playing 'Enter Sandman' in Lane Stadium start?,2000,1.0
785,785,What is the tradition associated with the song 'Enter Sandman' in Lane Stadium?,Students jumping up and down during the song,1.0
786,786,When did the tradition of students jumping during the song 'Enter Sandman' start?,"December 1, 2001",1.0
787,787,"Who started jumping during the song 'Enter Sandman' on December 1, 2001?",A Marching Virginians band member,1.0
788,788,Where did the tradition of jumping during the song 'Enter Sandman' eventually spread to?,The basketball teams' entrances in Cassell Coliseum,1.0
789,789,What does the Virginia Tech lunch pail symbolize?,The blue-collar approach of the Hokies' football defense,1.0
790,790,Who developed the Lunch Pail Defense?,Bud Foster,1.0
791,791,What does Foster's Lunch Pail Defense Foundation do?,Provides scholarships for high school students and assists families of those awaiting organ transplants,1.0
792,792,Who acquired the original lunch pail in 1995?,The mother-in-law of co-defensive coordinator Rod Sharpless,1.0
793,793,Who did the lunch pail originally belong to?,A coal miner,1.0
794,794,What happened to the lunch pail after the record-setting defensive season?,It became an iconic element of Hokie football lore,1.0
795,795,What does the lunch pail now contain?,"The names of the 32 Hokies who died in the tragedy on April 16, 2007",1.0
796,796,What is Ranger Company?,Ranger Company is the Army ROTC company at Virginia Tech.,1.0
797,797,How long has Ranger Company performed the Game-Ball Run?,Ranger Company has performed the Game-Ball Run every year since 1977.,1.0
798,798,What is the purpose of the Game-Ball Run?,The purpose of the Game-Ball Run is to run the game ball for 100 miles around campus during the week of the annual homecoming football game.,1.0
799,799,When does the Game-Ball Run ceremony take place?,The Game-Ball Run ceremony takes place on the day of the homecoming football game.,1.0
800,800,What happens during the Game-Ball Run ceremony?,"During the Game-Ball Run ceremony, the ball is run into the stadium and there is a ceremony held.",1.0
801,801,What is the tradition likely originated with?,The tradition likely originated with the Virginia Tech-VMI football games.,1.0
803,803,Who made a pact to build a cannon to outshine VMI's 'Little John'?,Homer Hadley 'Sonny' Hickam and Alton B. 'Butch' Harper Jr.,1.0
804,804,What happened when the cadets fired the cannon for the first time?,"The charge was tripled, blowing off the hats of half the VMI Keydets and shaking the glass in the pressbox windows.",1.0
805,805,Who is 'Skipper' named after?,President John F. Kennedy,1.0
806,806,When did women join the athletics fold at Virginia Tech?,1970 for swimming and 1972 for basketball,1.0
807,807,What conferences has Virginia Tech been a member of?,"Several conferences, including the Atlantic Coast Conference since 2004",1.0
808,808,What are some of the men's varsity sports at Virginia Tech?,"Football, basketball, baseball, soccer, track, swimming, wrestling, tennis, golf, and cross country",1.0
809,809,What are some of the women's varsity sports at Virginia Tech?,"Basketball, tennis, volleyball, swimming, track, soccer, softball, lacrosse, golf, and cross country",1.0
810,810,What is the Student-Athlete Performance Center for?,"It benefits recruiting, nutrition, and performance for all 22 varsity sports",1.0
811,811,When did the Virginia Tech Corps of Cadets become official?,In the 1890s,1.0
812,812,What was the original name of Lane Hall?,Barracks No. 1,1.0
813,813,What is the significance of the orange and maroon sidewalk in front of Lane Hall?,It forms the largest 'VT' on campus,1.0
814,814,What has replaced older cadet residence halls in recent updates?,Pearson and New Cadet halls,1.0
815,815,What does the plaza between Pearson and New Cadet halls display?,"The Corps' monuments, honoring those who have served in the past and present",1.0
816,816,What is the tradition of the Corps of Cadets at Virginia Tech?,Retracing the walk Add Caldwell took from Craig County,1.0
817,817,When do the cadets cover the first and second 13 miles?,In the fall and the spring respectively,1.0
818,818,What is Hokie Stone?,A limestone common in Southwest Virginia,1.0
819,819,When was Hokie Stone first used in campus building construction?,1899,1.0
820,820,What is the requirement for new central campus buildings at Virginia Tech?,They must bear Hokie Stone,1.0
821,821,What colors can Hokie Stone vary from?,"Grays, browns, blacks, pinks, oranges, and maroons",1.0
822,822,Since when has the university operated its own quarry?,The mid-1950s,1.0
823,823,What do The Pylons above War Memorial Chapel bear?,The names of every Virginia Tech student and graduate who died defending our nation’s freedom,1.0
824,824,What do The Pylons represent from left to right?,"Brotherhood, Honor, Leadership, Sacrifice, Service, Loyalty, Duty, and Ut Prosim",1.0
881,881,What is Lane Hall originally known as?,Barracks No. 1,1.0
882,882,What disciplines are the offices in Lane Hall for?,College of Liberal Arts and Human Sciences,1.0
883,883,What is the tradition that cadets continue in front of Lane Hall?,Standing retreat,1.0
884,884,When was Lane Hall completed?,1888,1.0
885,885,What is the purpose of the multimillion project for Lane Hall?,To return the hall to the corps and provide classrooms and a suitable space for the Corps of Cadets Museum,1.0
886,886,Who was Lane Hall renamed after in the 1950s?,Gen. James H. Lane,1.0
887,887,What is the significance of Lane Hall being added to the National Register of Historic Places?,It recognizes its historical importance,1.0
888,888,What was the original purpose of Lane Hall?,It was used as barracks for 78 years,1.0
889,889,What is the abbreviation for Lane Hall?,LANE,1.0
890,890,When was Lane Hall added to the National Register of Historic Places?,2015,1.0
891,891,When was the game cannon of Virginia Tech created?,The game cannon of Virginia Tech was created in the dreams of three cadets of the class of 1964.,1.0
892,892,Where was the game cannon of Virginia Tech tested?,The game cannon of Virginia Tech was tested in the heat of battle between VPI and VMI.,1.0
893,893,Who were the two close friends in the Corps who made a pact to build the largest game cannon in the world?,The two close friends in the Corps who made a pact to build the largest game cannon in the world were Butch Harper and Sonny Hickam.,1.0
894,894,What did Butch and Sonny vow to do after witnessing VMI's game cannon?,Butch and Sonny vowed to build the largest game cannon in the world so that VMI would not be allowed to 'out cannon' Virginia Tech.,1.0
895,895,How did Butch and Sonny plan to get the money to build the game cannon?,Butch and Sonny planned to get the money to build the game cannon from the Corps itself with some help from Alumni.,1.0
896,896,What did Sonny suggest as a way to raise money for the game cannon?,Sonny suggested having a wooden mold made of the barrel at their college of mechanical engineering as a class project.,1.0
897,897,Who did Ben approach for permission to build the game cannon?,"Ben approached the Commandant of Cadets, General Scheve, for permission to build the game cannon.",1.0
898,898,What position did Ben request to be placed in to help build the game cannon?,Ben requested to be placed on the Regimental Staff as the Information Officer to have direct contact with the Alumni for their support.,1.0
901,901,What position did Sonny receive in the Squadron?,Sonny was made an officer in 'A' Squadron.,1.0
902,902,What position did Ben receive in the Regimental Staff?,"Ben received the position of Regimental S-2, the Information Officer, in the Regimental Staff.",1.0
904,904,What did the cadets bring to the meetings to contribute to the construction of the game cannon?,"The cadets brought their dollars, grommets, brass plates, and old brass buckles to contribute to the construction of the game cannon.",1.0
905,905,What class numerals can be found on the face of the barrel of the game cannon?,"The class numerals of 63, 64, 65, and 66 can be found on the face of the barrel of the game cannon.",1.0
919,919,What was the name chosen for the cannon?,The cannon was named 'Skipper' in honor of John Fitzgerald Kennedy.,1.0
920,920,What was the purpose of the first firing of 'Skipper'?,To salute the fallen President,1.0
921,921,Who devised the special charges for 'Skipper'?,Sonny,1.0
923,923,What were the first charges for 'Skipper' made of?,Super fine black gunpowder,1.0
926,926,What was the name given to the cannon?,'Skipper',1.0
955,955,What is the Virginia Tech Class Ring Tradition?,The Virginia Tech Class Ring Tradition is a tradition where the entire ring collection is redesigned for each class and rings are presented at a formal Ring Dance.,1.0
956,956,When did the Virginia Tech Class Ring Tradition begin?,The Virginia Tech Class Ring Tradition began with the Class of 1914.,1.0
957,957,What elements are included in the traditional ring collection?,"The traditional ring collection includes the screaming eagle, American flag, campus buildings, and an interlocking chain around the bezel.",1.0
958,958,What is the process for designing the class ring?,The Ring Committee designs a class ring representing the unique characteristics of their respective class.,1.0
959,959,What is the significance of selecting a Class namesake in the ring design process?,Selecting a Class namesake is done as a dedication to a distinguished alumnus or university president.,1.0
960,960,When does the Ring Dance weekend take place?,The Ring Dance weekend takes place in the spring of a student’s junior year.,1.0
961,961,What does the Ring Dance weekend include?,"The Ring Dance weekend includes a banquet honoring the ring collection’s namesake, the formal Ring Dance, and fireworks.",1.0
962,962,Why is the Virginia Tech class ring considered prestigious?,The large number of orders and the large physical size of the rings make the Tech class ring the prestige order of the college ring business.,1.0
963,963,Which company was awarded the privilege of making Tech's 1971 class ring?,Jostens was awarded the privilege of making Tech's 1971 class ring.,1.0
965,965,What does the Class Program do to maintain the tradition of the Virginia Tech Class Ring?,"The Class Program, through the advising of the Virginia Tech Alumni Association, maintains the tradition of the Virginia Tech Class Ring.",1.0
966,966,What is required for alumni to order or replace a ring?,Alumni must have their class year confirmed before either ordering or replacing a ring to ensure the continued integrity of the program.,1.0
967,967,What is the Virginia Tech Ring Display Case?,The Virginia Tech Ring Display Case is a display case located in the Williamsburg Room of Squires Student Center.,1.0
969,969,Since when can almost all rings be replaced in their original design?,Almost all rings can be replaced in their original design dating back to 1923.,1.0
971,971,What does the cenotaph at the memorial's center display?,The names of Virginia Tech's seven Medal of Honor recipients.,1.0
972,972,Where is the April 16 Memorial located?,On the Drillfield.,1.0
973,973,What does the Hokie Stone symbolize?,"Virginia Tech's relentless spirit, courage to move forward, and determination never to forget.",1.0
974,974,How many gargoyles are there at Virginia Tech?,At least 15.,1.0
975,975,What does the Virginia Tech logo represent?,"The lettering reflects Virginia Tech's VT-shaped educational experience, with the vertical bar of the T representing disciplinary depth and the horizontal bar reflecting the ability to work across disciplines.",1.0
977,977,Who transformed VPI into a major research university?,T. Marshall Hahn Jr.,1.0
978,978,Who guided the university's growth during the 2000s?,Charles W. Steger.,1.0
979,979,When did the tradition of designing a unique class ring begin at Virginia Tech?,1911-12.,1.0
980,980,What is the origin of the word 'Hokie'?,It was coined by O.M. Stull in a spirit yell he wrote for a competition.,1.0
1025,1025,Who can candidates contact for additional guidance for the NSF Graduate Research Fellowship Program?,Christina McIntyre.,1.0
1026,1026,What does the Rhodes Scholarship provide?,"Support for tuition, fees, room, board, transportation, and books for two years of graduate study at Oxford University.",1.0
1027,1027,What qualities do the Rhodes Foundation look for in applicants?,"Very strong academic records, integrity of character, physical vigor, demonstrated leadership, and extensive public service.",1.0
1028,1028,Can alumni apply for the Rhodes Scholarship?,"Yes, as long as they have not reached the age of 24 by October 1 of the application year.",1.0
1029,1029,Is there a University Endorsement Process for the Rhodes Scholarship?,Yes.,1.0
1030,1030,What is the deadline for the Rhodes Scholarship at Virginia Tech?,December 1.,1.0
1031,1031,Who can candidates contact for more information about the Rhodes scholarship?,Christina McIntyre.,1.0
1032,1032,What is the purpose of the Harry S. Truman Scholarship?,To recognize college juniors for demonstrated leadership potential and a commitment to public service.,1.0
1033,1033,What is the amount of the Harry S. Truman Scholarship?,"$30,000.",1.0
1034,1034,Is there a University Endorsement Process for the Truman Scholarship?,Yes.,1.0
1035,1035,What is the deadline for the Truman Scholarship at Virginia Tech?,December 1.,1.0
1036,1036,Who can candidates contact to gain access to the Truman Scholarship application?,Christina McIntyre.,1.0
1037,1037,What does the Udall Foundation seek in future leaders?,"Leaders across a wide spectrum of environmental fields, including policy, engineering, science, education, urban planning and renewal, business, health, justice, and economics. They also seek future Native American and Alaska Native leaders in Native American health care and tribal public policy.",1.0
1038,1038,What does the Udall Scholarship provide?,"Financial funding up to $7,000 for academic expenses, access to the Udall Alumni network, and a four-day scholar orientation in Tucson, AZ.",1.0
1039,1039,Is there a University Endorsement Process for the Udall Scholarship?,Yes.,1.0
1040,1040,What is the deadline for the Udall Scholarship at Virginia Tech?,February 15.,1.0
1041,1041,Who can candidates contact to gain access to the Udall Scholarship application?,Christina McIntyre.,1.0
1042,1042,What do national scholarships recognize?,Students whose leadership and academic achievements are nationally or internationally extraordinary.,1.0
1043,1043,Who can advise students through the national scholarship application process at Virginia Tech?,Christina McIntyre.,1.0
1044,1044,What is the purpose of the Astronaut Scholarship?,"To support scholars in science, technology, engineering, and mathematics while commemorating the legacy of America's pioneering astronauts.",1.0
1045,1045,What are the eligibility requirements for the Astronaut Scholarship?,"The nominee must be a citizen of the United States, at least a sophomore or junior in college, enrolled as a full-time student for the academic year, and seeking a STEM degree with intentions to pursue research or advance their field.",1.0
1046,1046,Are students pursuing a career in professional medicine eligible for the Astronaut Scholarship?,"No, they are not eligible. However, those intending to perform biomedical research are eligible.",1.0
1047,1047,Is special consideration given to aeronautical/astronautical engineering students or those intending to become astronauts?,"No, special consideration is not given to them.",1.0
1048,1048,How many scholarships did ASF award last year and to how many universities?,ASF awarded 52 scholarships to students from 38 different universities.,1.0
1049,1049,Who are Astronaut Scholars?,"Astronaut Scholars are students in their junior and senior year of college studying science, technology, engineering, or mathematics with the intent to pursue research or advance their field upon completion of their final degree.",1.0
1050,1050,When were the first scholarships awarded by the Astronaut Scholarship Foundation?,The first seven scholarships were awarded in 1986.,1.0
1051,1051,How did the founding Mercury 7 astronauts support the scholarship program?,"Each astronaut sponsored a $1,000 scholarship and donated proceeds from their speaking engagements to fundraise for future scholarships.",1.0
1052,1052,How many scholarships does the Astronaut Scholarship Foundation award?,Fifty,1.0
1053,1053,What is the value of each scholarship awarded by the Astronaut Scholarship Foundation?,"$10,000",1.0
1054,1054,Who are the Astronaut Scholars associated with?,"Astronauts, alumni, and great leaders in academia, technical research, and corporate leadership",1.0
1055,1055,Can you provide a list of past Virginia Tech Astronaut Scholars?,"2017 Arianna Krinos, 2018 Arianna Krinos, 2019 Jim Owens, 2020 Christine Faunce",1.0
1056,1056,Who is the contact person at Virginia Tech for the Astronaut Scholarship?,"Christina McIntyre (cmcintyre@vt.edu), Director of Professional Development, National & International Scholarship",1.0
1057,1057,What are the criteria considered by the English-Speaking Union for their scholarship?,"Applicant's literary and scholastic ability, physical vigor, character, and personality",1.0
1058,1058,What does the English-Speaking Union scholarship cover?,Cost of three weeks of summer study and transportation,1.0
1059,1059,When is the campus deadline for the English-Speaking Union scholarship?,Mid-December,1.0
1060,1060,How many candidates can the university nominate for the English-Speaking Union scholarship?,One,1.0
1061,1061,Where are the finalists for the English-Speaking Union scholarship interviewed?,Richmond,1.0
1062,1062,Who should be contacted to inquire about the English-Speaking Union scholarship application materials?,Christina McIntyre,1.0
1063,1063,Who were some of the past recipients of the English-Speaking Union scholarship from Virginia Tech?,"2013 Cassidy Grubbs, 2011 Josh Trebach, 2005 Erica Butler, 2001 Kirsten Davis, 1997 Janine Schank, 1994 Michelle Krusiec, 1992 Valerie Alder",1.0
1064,1064,What is the purpose of the Ford Foundation Fellowships for Minorities?,The purpose is to provide an annual stipend and institutional allowance to minority students pursuing research-based doctoral programs.,1.0
1065,1065,What disciplines are eligible for the Ford Foundation Fellowships?,"The eligible disciplines include behavioral and social sciences, humanities, engineering, mathematics, computer science, physical sciences, and biological sciences.",1.0
1066,1066,When is the final deadline for the Ford Foundation Fellowships?,The final deadline is usually in early November.,1.0
1067,1067,What is the purpose of the Fulbright Scholarships?,The purpose is to fund graduating seniors and graduate students to pursue a research project in their major field at a university in another country.,1.0
1068,1068,What does the amount of the Fulbright Scholarships include?,"The amount includes round-trip transportation, tuition, living expenses, and frequently an accelerated language course.",1.0
1069,1069,When is the national deadline for the Fulbright Scholarships?,The national deadline is usually the third week in October.,1.0
1070,1070,Who should students contact for information about the Fulbright Scholarships?,Students should contact Betty Watts.,1.0
1071,1071,What is the purpose of the Gates Cambridge Scholarships?,"The purpose is to provide full funding for students to study in Cambridge for one, two, three, or four years.",1.0
1072,1072,What do students need to demonstrate in order to be considered for the Gates Cambridge Scholarships?,"Students need to demonstrate exceptional academic achievement and scholarly promise, as well as their ability to make a significant contribution to their discipline.",1.0
1073,1073,When is the deadline for applying to the Gates Cambridge Scholarships?,The deadline is usually November 1.,1.0
1074,1074,What do Goldwater Scholarships award to students?,"Goldwater Scholarships award up to $7,500 per year for tuition, fees, room, board, and books for junior and senior years.",1.0
1075,1075,What are the criteria considered for Goldwater Scholarships?,"The criteria considered include scholastic record, research experience, potential in graduate school, and commitment to a research career.",1.0
1076,1076,When is the campus deadline for Goldwater Scholarships?,The campus deadline is usually before the Thanksgiving break.,1.0
1077,1077,What is the purpose of the James Madison Fellowships?,"To provide financial assistance for graduate study in history, political science, or related social studies.",1.0
1078,1078,How much financial support do Marshall Scholarships provide per year?,"$40,000.",1.0
1079,1079,What are the requirements for receiving a James Madison Fellowship?,Applicants must agree to teach secondary school for at least one year for each year of financial assistance.,1.0
1080,1080,When is the final deadline for James Madison Fellowships?,Early March.,1.0
1081,1081,What are the eligibility criteria for Marshall Scholarships?,"Distinguished academic record, strong leadership, significant community service, and a focused program of study for graduate school.",1.0
1082,1082,When is the campus deadline for Marshall Scholarships?,Early September.,1.0
1083,1083,When is the national deadline for Marshall Scholarships?,Very early October.,1.0
1084,1084,Who can students contact to discuss the Marshall Scholarship application process?,Christina McIntyre.,1.0
1085,1085,Who was the recipient of the James Madison Fellowship in 2005?,Ashley A. White.,1.0
1086,1086,Who received the James Madison Fellowship in 2000?,Sarah S. Airey.,1.0
1087,1087,Who was the recipient of the James Madison Fellowship in 1999?,Stacey D. Smith.,1.0
1088,1088,Who received the James Madison Fellowship in 1980?,Anya McGuirk.,1.0
1089,1089,What is the purpose of the George J. Mitchell Scholarships?,To educate future American leaders about the island of Ireland.,1.0
1090,1090,When is the campus deadline for the Mitchell Scholarship?,Early September.,1.0
1091,1091,When is the national deadline for the Mitchell Scholarship?,Early October.,1.0
1092,1092,What does the NSF Graduate Research Fellowship Program (GRFP) support?,"Outstanding graduate students in NSF-supported science, technology, engineering, and mathematics disciplines.",1.0
1093,1093,How long do NSF Fellows receive a stipend for?,Three years.,1.0
1094,1094,How much is the annual stipend for NSF Fellows?,"$34,000.",1.0
